TxnDate,ValueDate,Narration,Amount,RefNo
2025-11-23,2025-11-23,AUTO SWEEP,-58926,LED-003179
2025-11-28,,BROKER PAYOUT,-190347,LED-003180
2025-11-23,2025-11-24,BROKER PAYIN,5381,LED-003181
2025-11-23,2025-11-25,UPI,-71303,LED-003182
2025-11-28,2025-11-29,ATM WDL,-195148,LED-003183
2025-11-17,2025-11-18,BROKER PAYIN,-58168,LED-003184
2025-11-29,2025-12-01,BROKER PAYOUT,162191,LED-003185
2025-11-22,2025-11-24,ATM WDL,110173,LED-003186
2025-11-19,2025-11-20,ATM WDL,-83230,LED-003187
2025-11-20,2025-11-22,IMPS,-36856,LED-003188
2025-11-21,2025-11-21,BROKER PAYOUT,155861,LED-003189
2025-11-25,2025-11-27,UPI,-99195,LED-003190
2025-11-29,2025-12-01,BROKER PAYOUT,90787,LED-003191
2025-11-23,2025-11-24,BROKER PAYOUT,-38680,LED-003192
2025-11-22,2025-11-23,BROKER PAYIN,-62454,LED-003193
2025-11-29,2025-12-01,BROKER PAYIN,5030,LED-003194
2025-11-20,2025-11-20,ATM WDL,-83973,LED-003195
2025-11-25,2025-11-26,AUTO SWEEP,178474,LED-003196
2025-11-28,2025-11-29,AUTO SWEEP,-84118,LED-003197
2025-11-28,2025-11-28,AUTO SWEEP,-117068,LED-003198
2025-11-19,2025-11-19,,-77174,LED-003199
2025-11-23,2025-11-23,ATM WDL,190433,LED-003200
2025-11-19,,IMPS,186529,LED-003201
2025-11-25,2025-11-25,UPI,-182978,LED-003202
2025-11-27,2025-11-29,ATM WDL,-66910,LED-003203
2025-11-27,2025-11-28,AUTO SWEEP,40026,LED-003204
2025-11-21,2025-11-21,AUTO SWEEP,192569,LED-003205
2025-11-19,2025-11-21,BROKER PAYOUT,-57342,LED-003206
2025-11-22,2025-11-22,BROKER PAYIN,187846,LED-003207
2025-12-01,2025-12-02,UPI,58203,LED-003208
2025-11-29,2025-11-30,ATM WDL,181989,LED-003209
2025-11-20,2025-11-22,UPI,-90545,LED-003210
2025-11-27,2025-11-27,UPI,153232,LED-003211
2025-11-26,2025-11-28,,-147680,LED-003212
2025-11-24,2025-11-25,IMPS,-21110,LED-003213
2025-11-25,2025-11-25,AUTO SWEEP,75286,LED-003214
2025-11-26,2025-11-28,IMPS,28035,LED-003215
2025-11-24,2025-11-26,IMPS,-133184,LED-003216
2025-11-18,2025-11-20,IMPS,30941,LED-003217
2025-11-19,2025-11-21,UPI,59969,LED-003218
2025-11-24,2025-11-26,UPI,116410,LED-003219
2025-11-20,,ATM WDL,-135862,LED-003220
2025-11-25,2025-11-26,SUSPICIOUS BULK WITHDRAWAL,-1946667,LED-003221
2025-11-23,2025-11-24,IMPS,-140341,LED-003222
2025-11-29,2025-11-30,IMPS,-33445,LED-003223
2025-11-23,2025-11-23,IMPS,93174,LED-003224
2025-11-21,2025-11-22,SUSPICIOUS BULK WITHDRAWAL,-1632054,LED-003225
2025-11-24,2025-11-26,,-7686,LED-003226
2025-11-21,2025-11-22,ATM WDL,186138,LED-003227
2025-11-28,2025-11-28,BROKER PAYOUT,-186910,LED-003228
2025-11-27,2025-11-27,BROKER PAYIN,76595,LED-003229
2025-11-30,2025-11-30,ATM WDL,185496,LED-003230
2025-11-29,2025-12-01,BROKER PAYIN,-90237,LED-003231
2025-11-23,2025-11-25,ATM WDL,-98544,LED-003232
2025-11-28,2025-11-30,,113263,LED-003233
2025-11-24,2025-11-25,ATM WDL,193562,LED-003234
2025-11-17,2025-11-17,BROKER PAYOUT,18718,LED-003235
2025-11-24,,,81243,LED-003236
2025-11-23,2025-11-25,BROKER PAYOUT,-7539,LED-003237
2025-11-20,2025-11-20,BROKER PAYIN,-180848,LED-003238
2025-11-18,2025-11-18,BROKER PAYIN,-75284,LED-003239
2025-11-17,2025-11-18,ATM WDL,-63714,LED-003240
2025-11-18,2025-11-18,AUTO SWEEP,157861,LED-003241
2025-11-24,2025-11-26,AUTO SWEEP,112537,LED-003242
2025-11-27,,IMPS,137558,LED-003243
2025-11-23,2025-11-25,BROKER PAYOUT,-81650,LED-003244
2025-11-30,2025-12-02,BROKER PAYOUT,110386,LED-003245
2025-11-28,2025-11-28,AUTO SWEEP,-154492,LED-003246
2025-11-21,2025-11-21,BROKER PAYIN,-86376,LED-003247
2025-11-23,2025-11-24,AUTO SWEEP,84863,LED-003248
2025-11-28,2025-11-29,,-1752600,LED-003249
2025-11-26,2025-11-27,UPI,8686,LED-003250
2025-11-17,2025-11-17,UPI,110061,LED-003251
2025-11-27,2025-11-27,UPI,47439,LED-003252
2025-11-30,2025-11-30,IMPS,-108562,LED-003253
2025-11-28,2025-11-30,UPI,16134,LED-003254
2025-12-01,2025-12-02,IMPS,158916,LED-003255
2025-11-28,2025-11-28,BROKER PAYIN,-74959,LED-003256
2025-11-26,2025-11-28,,-28202,LED-003257
2025-11-25,2025-11-25,ATM WDL,68692,LED-003258
2025-11-21,2025-11-22,SUSPICIOUS BULK WITHDRAWAL,-1751639,LED-003259
2025-11-27,2025-11-29,AUTO SWEEP,-5269,LED-003260
2025-11-28,2025-11-30,AUTO SWEEP,-81504,LED-003261
2025-11-26,,IMPS,-90668,LED-003262
2025-11-20,2025-11-20,ATM WDL,-176122,LED-003263
2025-11-20,2025-11-22,AUTO SWEEP,-114487,LED-003264
2025-11-17,2025-11-18,BROKER PAYIN,133827,LED-003265
2025-11-29,2025-12-01,ATM WDL,-13274,LED-003266
2025-11-22,2025-11-22,UPI,136137,LED-003267
2025-11-19,2025-11-20,BROKER PAYOUT,83351,LED-003268
2025-11-27,2025-11-27,IMPS,-115024,LED-003269
2025-11-17,2025-11-19,UPI,-88396,LED-003270
2025-11-26,2025-11-28,ATM WDL,54319,LED-003271
2025-11-22,2025-11-24,ATM WDL,103254,LED-003272
2025-11-27,2025-11-28,BROKER PAYIN,114742,LED-003273
2025-11-26,2025-11-27,ATM WDL,-70482,LED-003274
2025-11-30,2025-12-01,SUSPICIOUS BULK WITHDRAWAL,-1538669,LED-003275
2025-11-20,2025-11-21,BROKER PAYIN,33768,LED-003276
2025-11-21,2025-11-21,AUTO SWEEP,-140260,LED-003277
2025-11-20,2025-11-22,BROKER PAYIN,66534,LED-003278
2025-11-18,2025-11-18,BROKER PAYOUT,-52773,LED-003279
2025-11-28,2025-11-29,ATM WDL,-84806,LED-003280
2025-11-17,2025-11-17,BROKER PAYIN,181797,LED-003281
2025-11-25,,AUTO SWEEP,-53938,LED-003282
2025-11-17,2025-11-17,BROKER PAYIN,150800,LED-003283
2025-11-25,2025-11-26,BROKER PAYOUT,-131728,LED-003284
2025-11-22,2025-11-22,UPI,-191410,LED-003285
2025-11-22,2025-11-23,AUTO SWEEP,19787,LED-003286
2025-11-27,2025-11-28,UPI,64756,LED-003287
2025-11-29,2025-12-01,BROKER PAYOUT,-46770,LED-003288
2025-11-29,2025-12-01,ATM WDL,6872,LED-003289
2025-11-17,2025-11-17,AUTO SWEEP,6627,LED-003290
2025-11-23,2025-11-24,IMPS,92798,LED-003291
2025-11-18,2025-11-19,BROKER PAYIN,28774,LED-003292
2025-11-17,2025-11-19,ATM WDL,121844,LED-003293
2025-11-20,2025-11-22,UPI,-56913,LED-003294
2025-11-17,2025-11-17,IMPS,65175,LED-003295
2025-11-23,2025-11-23,UPI,-159386,LED-003296
2025-11-21,2025-11-22,AUTO SWEEP,167759,LED-003297
2025-11-26,2025-11-28,AUTO SWEEP,59834,LED-003298
2025-11-21,2025-11-21,BROKER PAYIN,138152,LED-003299
2025-11-17,2025-11-17,BROKER PAYOUT,2900,LED-003300
2025-11-30,2025-12-02,IMPS,33831,LED-003301
2025-11-28,2025-11-30,ATM WDL,71659,LED-003302
2025-11-23,2025-11-23,BROKER PAYIN,195183,LED-003303
2025-11-28,2025-11-29,IMPS,-60510,LED-003304
2025-11-24,2025-11-24,BROKER PAYOUT,-89965,LED-003305
2025-11-24,2025-11-25,IMPS,-7689,LED-003306
2025-11-17,2025-11-17,BROKER PAYOUT,9086,LED-003307
2025-11-23,2025-11-25,IMPS,-35235,LED-003308
2025-11-30,2025-12-01,IMPS,-133274,LED-003309
2025-11-20,2025-11-22,BROKER PAYIN,111040,LED-003310
2025-11-18,2025-11-18,IMPS,-9975,LED-003311
2025-11-22,2025-11-22,AUTO SWEEP,-143236,LED-003312
2025-11-30,2025-12-01,ATM WDL,80583,LED-003313
2025-11-22,2025-11-24,ATM WDL,-139715,LED-003314
2025-11-19,2025-11-19,ATM WDL,146005,LED-003315
2025-11-24,2025-11-24,BROKER PAYIN,139562,LED-003316
2025-11-20,2025-11-22,AUTO SWEEP,-22157,LED-003317
2025-11-17,2025-11-18,UPI,-138407,LED-003318
2025-11-18,2025-11-20,IMPS,-129481,LED-003319
2025-11-23,2025-11-23,UPI,-31572,LED-003320
2025-11-21,,ATM WDL,-92649,LED-003321
2025-11-20,2025-11-21,UPI,-24394,LED-003322
2025-11-21,2025-11-22,IMPS,-195108,LED-003323
2025-11-28,2025-11-29,IMPS,193194,LED-003324
2025-11-29,,IMPS,438,LED-003325
2025-11-28,2025-11-30,ATM WDL,-59577,LED-003326
2025-11-26,2025-11-26,AUTO SWEEP,-23419,LED-003327
2025-11-28,2025-11-29,UPI,111511,LED-003328
2025-11-26,2025-11-28,AUTO SWEEP,-140294,LED-003329
2025-11-25,,BROKER PAYIN,121177,LED-003330
2025-11-21,,AUTO SWEEP,-59665,LED-003331
2025-11-29,2025-11-30,UPI,-187620,LED-003332
2025-11-27,2025-11-28,,-91853,LED-003333
2025-11-17,2025-11-18,ATM WDL,56970,LED-003334
2025-12-01,2025-12-01,BROKER PAYOUT,-30098,LED-003335
2025-11-18,2025-11-18,ATM WDL,55414,LED-003336
2025-11-20,2025-11-21,ATM WDL,199046,LED-003337
2025-11-19,2025-11-19,UPI,79217,LED-003338
2025-11-29,2025-12-01,BROKER PAYOUT,61503,LED-003339
2025-11-22,,ATM WDL,17493,LED-003340
2025-11-27,2025-11-29,ATM WDL,12055,LED-003341
2025-11-29,2025-11-30,UPI,-113068,LED-003342
2025-11-28,,AUTO SWEEP,-49870,LED-003343
2025-11-25,2025-11-25,IMPS,-189253,LED-003344
2025-11-30,2025-11-30,UPI,136,LED-003345
2025-11-22,2025-11-22,UPI,172959,LED-003346
2025-12-01,2025-12-01,ATM WDL,136404,LED-003347
2025-11-28,2025-11-28,IMPS,-194015,LED-003348
2025-11-24,2025-11-24,ATM WDL,-40141,LED-003349
2025-11-23,2025-11-23,BROKER PAYIN,97171,LED-003350
2025-11-20,2025-11-22,IMPS,183785,LED-003351
2025-11-19,2025-11-20,BROKER PAYIN,61768,LED-003352
2025-11-21,2025-11-21,IMPS,51674,LED-003353
2025-11-24,2025-11-26,BROKER PAYIN,-100695,LED-003354
2025-11-30,2025-12-01,AUTO SWEEP,-89805,LED-003355
2025-11-23,2025-11-23,UPI,22232,LED-003356
2025-11-24,,ATM WDL,108443,LED-003357
2025-11-17,2025-11-19,IMPS,-173043,LED-003358
2025-11-29,2025-12-01,AUTO SWEEP,-52394,LED-003359
2025-11-23,2025-11-23,UPI,44956,LED-003360
2025-11-17,2025-11-19,,-136381,LED-003361
2025-11-28,2025-11-29,IMPS,147012,LED-003362
2025-11-18,2025-11-18,BROKER PAYIN,-48260,LED-003363
2025-11-22,,AUTO SWEEP,184332,LED-003364
2025-11-19,2025-11-21,UPI,-56851,LED-003365
2025-11-23,2025-11-24,BROKER PAYIN,-151674,LED-003366
2025-11-23,2025-11-25,BROKER PAYIN,87413,LED-003367
2025-11-21,2025-11-22,BROKER PAYOUT,16162,LED-003368
2025-11-28,2025-11-29,IMPS,110345,LED-003369
2025-11-17,,UPI,145251,LED-003370
2025-11-20,2025-11-22,AUTO SWEEP,93470,LED-003371
2025-11-30,2025-11-30,AUTO SWEEP,100133,LED-003372
2025-11-29,2025-11-30,AUTO SWEEP,123303,LED-003373
2025-11-27,2025-11-28,BROKER PAYOUT,-31443,LED-003374
2025-11-23,,IMPS,-186091,LED-003375
2025-11-22,2025-11-24,BROKER PAYIN,1078,LED-003376
2025-11-27,2025-11-29,BROKER PAYOUT,-74631,LED-003377
2025-11-24,2025-11-25,BROKER PAYOUT,-15329,LED-003378
2025-11-21,2025-11-21,ATM WDL,-64130,LED-003379
2025-11-20,2025-11-20,ATM WDL,-172083,LED-003380
2025-11-27,2025-11-28,ATM WDL,125891,LED-003381
2025-11-27,2025-11-29,ATM WDL,111979,LED-003382
2025-11-29,2025-12-01,AUTO SWEEP,-129462,LED-003383
2025-11-20,2025-11-22,IMPS,123079,LED-003384
2025-11-18,2025-11-18,AUTO SWEEP,6755,LED-003385
2025-11-18,2025-11-18,IMPS,139402,LED-003386
2025-11-30,2025-11-30,,55756,LED-003387
2025-11-29,2025-11-29,UPI,-106225,LED-003388
2025-11-26,2025-11-26,,-177097,LED-003389
2025-11-27,2025-11-29,IMPS,162397,LED-003390
2025-11-20,2025-11-21,BROKER PAYIN,106548,LED-003391
2025-11-29,2025-11-29,BROKER PAYOUT,-131118,LED-003392
2025-11-29,2025-11-29,IMPS,-48713,LED-003393
2025-11-17,2025-11-19,AUTO SWEEP,73202,LED-003394
2025-11-19,2025-11-20,ATM WDL,-60938,LED-003395
2025-11-29,2025-11-29,UPI,-123324,LED-003396
2025-11-18,2025-11-19,UPI,4306,LED-003397
2025-11-28,2025-11-29,BROKER PAYOUT,-40392,LED-003398
2025-11-23,2025-11-24,BROKER PAYOUT,-195235,LED-003399
2025-11-23,2025-11-25,BROKER PAYOUT,188981,LED-003400
2025-11-17,2025-11-17,AUTO SWEEP,-183772,LED-003401
2025-11-20,2025-11-20,ATM WDL,91809,LED-003402
2025-11-30,2025-11-30,IMPS,177230,LED-003403
2025-11-19,2025-11-19,IMPS,70014,LED-003404
2025-11-26,2025-11-26,BROKER PAYOUT,9773,LED-003405
2025-11-26,,ATM WDL,-152108,LED-003406
2025-11-18,,ATM WDL,2531,LED-003407
2025-11-23,2025-11-25,ATM WDL,39134,LED-003408
2025-11-19,2025-11-21,AUTO SWEEP,-101353,LED-003409
2025-11-17,2025-11-18,BROKER PAYOUT,-4066,LED-003410
2025-11-30,,BROKER PAYOUT,117670,LED-003411
2025-11-25,,ATM WDL,88056,LED-003412
2025-11-22,2025-11-23,SUSPICIOUS BULK WITHDRAWAL,-1593696,LED-003413
2025-11-17,2025-11-17,UPI,-15485,LED-003414
2025-11-25,2025-11-26,AUTO SWEEP,-11740,LED-003415
2025-11-24,2025-11-26,BROKER PAYIN,179212,LED-003416
2025-11-21,2025-11-22,BROKER PAYIN,124627,LED-003417
2025-11-20,2025-11-21,UPI,-96303,LED-003418
2025-11-19,2025-11-19,AUTO SWEEP,175507,LED-003419
2025-11-23,2025-11-23,ATM WDL,-5382,LED-003420
2025-11-25,2025-11-25,ATM WDL,76857,LED-003421
2025-11-21,2025-11-21,UPI,-44408,LED-003422
2025-11-24,2025-11-25,AUTO SWEEP,195761,LED-003423
2025-11-27,2025-11-27,ATM WDL,8522,LED-003424
2025-11-24,2025-11-25,IMPS,187368,LED-003425
2025-11-28,2025-11-29,UPI,-16482,LED-003426
2025-11-29,2025-12-01,BROKER PAYIN,-11976,LED-003427
2025-11-25,2025-11-26,ATM WDL,-179309,LED-003428
2025-11-23,,IMPS,168910,LED-003429
2025-11-30,2025-12-01,AUTO SWEEP,-17800,LED-003430
2025-11-18,2025-11-19,ATM WDL,56120,LED-003431
2025-11-23,2025-11-23,SUSPICIOUS BULK WITHDRAWAL,-661757,LED-003432
2025-11-30,2025-12-02,BROKER PAYOUT,-21036,LED-003433
2025-11-27,2025-11-28,ATM WDL,-160817,LED-003434
2025-12-01,2025-12-03,UPI,115547,LED-003435
2025-11-27,2025-11-29,BROKER PAYOUT,110623,LED-003436
2025-11-17,2025-11-19,BROKER PAYIN,142041,LED-003437
2025-11-21,2025-11-22,BROKER PAYOUT,103406,LED-003438
2025-11-26,2025-11-26,UPI,-90128,LED-003439
2025-11-17,2025-11-18,IMPS,-101967,LED-003440
2025-11-23,2025-11-23,BROKER PAYIN,-168864,LED-003441
2025-11-26,2025-11-26,ATM WDL,-62320,LED-003442
2025-11-19,2025-11-19,IMPS,-53527,LED-003443
2025-11-30,2025-12-01,AUTO SWEEP,-66288,LED-003444
2025-11-17,2025-11-19,AUTO SWEEP,-142888,LED-003445
2025-11-26,2025-11-26,AUTO SWEEP,-86313,LED-003446
2025-11-21,2025-11-22,UPI,160434,LED-003447
2025-11-20,2025-11-21,BROKER PAYIN,-20253,LED-003448
2025-11-28,2025-11-30,BROKER PAYOUT,-171124,LED-003449
2025-11-23,2025-11-24,IMPS,77417,LED-003450
2025-11-29,,BROKER PAYIN,89529,LED-003451
2025-12-01,,SUSPICIOUS BULK WITHDRAWAL,-877564,LED-003452
2025-11-30,2025-11-30,IMPS,148380,LED-003453
2025-11-17,2025-11-18,AUTO SWEEP,-137165,LED-003454
2025-11-30,2025-12-01,BROKER PAYOUT,22534,LED-003455
2025-11-26,2025-11-28,UPI,111868,LED-003456
2025-11-25,2025-11-27,ATM WDL,81255,LED-003457
2025-11-21,2025-11-21,ATM WDL,-180580,LED-003458
2025-11-19,2025-11-20,BROKER PAYIN,181015,LED-003459
2025-11-17,2025-11-18,UPI,89887,LED-003460
2025-11-29,,AUTO SWEEP,108769,LED-003461
2025-11-18,2025-11-20,IMPS,-37474,LED-003462
2025-11-25,2025-11-25,ATM WDL,6338,LED-003463
2025-11-24,2025-11-24,BROKER PAYIN,-87515,LED-003464
2025-11-29,2025-12-01,AUTO SWEEP,-15735,LED-003465
2025-11-28,2025-11-28,ATM WDL,70568,LED-003466
2025-11-23,,AUTO SWEEP,125646,LED-003467
2025-11-19,2025-11-20,UPI,169583,LED-003468
2025-11-17,2025-11-18,ATM WDL,176888,LED-003469
2025-12-01,2025-12-03,AUTO SWEEP,188987,LED-003470
2025-12-01,2025-12-02,ATM WDL,12145,LED-003471
2025-11-21,2025-11-21,UPI,-57619,LED-003472
2025-11-23,2025-11-23,,-193422,LED-003473
2025-11-24,2025-11-24,ATM WDL,86708,LED-003474
2025-11-27,2025-11-29,ATM WDL,154722,LED-003475
2025-11-20,2025-11-21,BROKER PAYIN,-100153,LED-003476
2025-11-18,2025-11-20,AUTO SWEEP,-173706,LED-003477
2025-11-18,2025-11-19,BROKER PAYIN,142564,LED-003478
2025-11-19,2025-11-21,IMPS,22639,LED-003479
2025-11-18,2025-11-19,BROKER PAYOUT,13354,LED-003480
2025-11-25,2025-11-25,AUTO SWEEP,98725,LED-003481
2025-11-29,2025-12-01,BROKER PAYIN,-166878,LED-003482
2025-11-25,2025-11-26,ATM WDL,169480,LED-003483
2025-11-29,2025-12-01,BROKER PAYIN,-121308,LED-003484
2025-11-19,2025-11-20,UPI,1006,LED-003485
2025-11-25,2025-11-27,UPI,74297,LED-003486
2025-11-30,2025-11-30,AUTO SWEEP,-106216,LED-003487
2025-11-18,2025-11-19,ATM WDL,-63937,LED-003488
2025-11-23,2025-11-25,BROKER PAYIN,90994,LED-003489
2025-11-29,2025-11-30,,29586,LED-003490
2025-11-21,,BROKER PAYIN,-116416,LED-003491
2025-11-23,2025-11-25,BROKER PAYIN,121959,LED-003492
2025-11-24,2025-11-25,IMPS,-42772,LED-003493
2025-11-24,2025-11-25,BROKER PAYIN,71870,LED-003494
2025-11-30,2025-11-30,UPI,138793,LED-003495
2025-11-30,2025-11-30,SUSPICIOUS BULK WITHDRAWAL,-1803278,LED-003496
2025-11-19,2025-11-21,BROKER PAYIN,-120460,LED-003497
2025-12-01,2025-12-03,UPI,23667,LED-003498
2025-11-28,2025-11-30,IMPS,43537,LED-003499
2025-11-18,2025-11-19,BROKER PAYOUT,-51,LED-003500
2025-11-30,2025-11-30,UPI,-191906,LED-003501
2025-11-21,,UPI,184510,LED-003502
2025-11-19,2025-11-21,AUTO SWEEP,180975,LED-003503
2025-11-30,2025-12-02,AUTO SWEEP,126957,LED-003504
2025-11-21,2025-11-23,BROKER PAYIN,28492,LED-003505
2025-12-01,2025-12-03,BROKER PAYOUT,-16226,LED-003506
2025-12-01,2025-12-03,UPI,-167420,LED-003507
2025-11-24,2025-11-24,IMPS,-182331,LED-003508
2025-11-24,2025-11-24,BROKER PAYIN,152323,LED-003509
2025-11-28,2025-11-29,UPI,168770,LED-003510
2025-11-23,2025-11-25,BROKER PAYOUT,-94546,LED-003511
2025-11-20,2025-11-21,BROKER PAYOUT,3044,LED-003512
2025-11-29,2025-11-29,IMPS,-155347,LED-003513
2025-11-18,2025-11-19,IMPS,125370,LED-003514
2025-11-27,2025-11-29,AUTO SWEEP,17645,LED-003515
2025-11-23,2025-11-24,AUTO SWEEP,-112353,LED-003516
2025-11-20,2025-11-20,UPI,-62761,LED-003517
2025-11-24,2025-11-24,IMPS,-131732,LED-003518
2025-11-19,2025-11-19,UPI,-140034,LED-003519
2025-11-20,2025-11-20,AUTO SWEEP,53344,LED-003520
2025-11-24,2025-11-24,BROKER PAYOUT,198306,LED-003521
2025-11-26,2025-11-28,AUTO SWEEP,17394,LED-003522
2025-11-17,2025-11-19,ATM WDL,16492,LED-003523
2025-11-18,2025-11-19,BROKER PAYOUT,13037,LED-003524
2025-11-29,2025-12-01,BROKER PAYIN,26126,LED-003525
2025-11-23,2025-11-24,BROKER PAYOUT,189549,LED-003526
2025-11-20,2025-11-21,AUTO SWEEP,184674,LED-003527
2025-11-27,2025-11-29,IMPS,-49261,LED-003528
2025-11-26,2025-11-27,AUTO SWEEP,103364,LED-003529
2025-11-28,2025-11-30,BROKER PAYOUT,-7950,LED-003530
2025-11-28,2025-11-30,,148146,LED-003531
2025-11-21,2025-11-22,BROKER PAYIN,-53426,LED-003532
2025-11-25,2025-11-25,ATM WDL,113355,LED-003533
2025-11-27,2025-11-27,BROKER PAYIN,193657,LED-003534
2025-11-22,2025-11-22,IMPS,33488,LED-003535
2025-11-27,2025-11-28,UPI,66867,LED-003536
2025-11-26,,BROKER PAYIN,147805,LED-003537
2025-11-18,2025-11-20,UPI,198355,LED-003538
2025-11-22,2025-11-23,,-22272,LED-003539
2025-11-27,2025-11-27,ATM WDL,95166,LED-003540
2025-11-20,2025-11-20,,-166301,LED-003541
2025-11-18,2025-11-18,IMPS,-190521,LED-003542
2025-11-23,2025-11-23,IMPS,-156431,LED-003543
2025-11-22,2025-11-22,BROKER PAYIN,-51793,LED-003544
2025-11-27,,ATM WDL,-1938,LED-003545
2025-11-17,2025-11-19,IMPS,153067,LED-003546
2025-11-20,2025-11-20,BROKER PAYOUT,-33672,LED-003547
2025-11-23,2025-11-25,AUTO SWEEP,158028,LED-003548
2025-11-24,,IMPS,-139199,LED-003549
2025-11-24,2025-11-24,AUTO SWEEP,194804,LED-003550
2025-11-22,2025-11-24,BROKER PAYIN,170086,LED-003551
2025-11-29,2025-11-30,IMPS,-110572,LED-003552
2025-11-22,2025-11-24,BROKER PAYOUT,64226,LED-003553
2025-11-27,2025-11-29,AUTO SWEEP,-13565,LED-003554
2025-11-20,,BROKER PAYOUT,109130,LED-003555
2025-11-26,2025-11-26,BROKER PAYIN,-136396,LED-003556
2025-11-26,2025-11-28,ATM WDL,-111254,LED-003557
2025-11-21,2025-11-21,AUTO SWEEP,179770,LED-003558
2025-11-19,2025-11-21,BROKER PAYIN,20888,LED-003559
2025-11-28,2025-11-29,BROKER PAYIN,-22084,LED-003560
2025-11-29,2025-11-29,ATM WDL,92296,LED-003561
2025-11-28,2025-11-29,IMPS,152391,LED-003562
2025-11-26,2025-11-27,AUTO SWEEP,-175463,LED-003563
2025-11-18,2025-11-18,UPI,-44980,LED-003564
2025-11-27,2025-11-29,UPI,-161126,LED-003565
2025-11-26,2025-11-27,BROKER PAYOUT,-8219,LED-003566
2025-11-26,,IMPS,154537,LED-003567
2025-11-25,2025-11-26,BROKER PAYOUT,178076,LED-003568
2025-11-28,2025-11-30,BROKER PAYIN,144456,LED-003569
2025-11-22,2025-11-24,BROKER PAYIN,23414,LED-003570
2025-11-17,2025-11-17,BROKER PAYOUT,-106048,LED-003571
2025-11-22,2025-11-24,BROKER PAYIN,-194875,LED-003572
2025-11-25,,BROKER PAYIN,29404,LED-003573
2025-11-27,2025-11-27,BROKER PAYOUT,-56597,LED-003574
2025-11-27,2025-11-27,BROKER PAYOUT,-144926,LED-003575
2025-11-29,,BROKER PAYOUT,148207,LED-003576
2025-11-22,2025-11-23,BROKER PAYOUT,11851,LED-003577
2025-11-27,2025-11-28,IMPS,139000,LED-003578
2025-11-21,2025-11-22,AUTO SWEEP,-172073,LED-003579
2025-11-21,2025-11-22,BROKER PAYOUT,117880,LED-003580
2025-11-17,2025-11-19,IMPS,-173955,LED-003581
2025-11-19,2025-11-19,BROKER PAYOUT,59523,LED-003582
2025-11-19,2025-11-20,BROKER PAYIN,-23547,LED-003583
2025-11-24,2025-11-25,IMPS,174861,LED-003584
2025-11-28,2025-11-30,BROKER PAYOUT,-152685,LED-003585
2025-11-24,2025-11-25,AUTO SWEEP,-192693,LED-003586
2025-11-24,2025-11-25,AUTO SWEEP,-15277,LED-003587
2025-11-19,2025-11-19,BROKER PAYIN,-179507,LED-003588
2025-11-27,2025-11-28,BROKER PAYIN,86097,LED-003589
2025-11-19,,ATM WDL,-173682,LED-003590
2025-11-26,2025-11-26,ATM WDL,20835,LED-003591
2025-11-17,2025-11-18,ATM WDL,-156007,LED-003592
2025-11-28,,BROKER PAYOUT,-197377,LED-003593
2025-11-20,2025-11-21,UPI,-19750,LED-003594
2025-11-24,2025-11-25,BROKER PAYIN,43586,LED-003595
2025-11-30,2025-12-02,SUSPICIOUS BULK WITHDRAWAL,-1273167,LED-003596
2025-11-18,2025-11-20,BROKER PAYIN,-37849,LED-003597
2025-11-26,,BROKER PAYOUT,-124753,LED-003598
2025-11-19,2025-11-21,ATM WDL,-63428,LED-003599
2025-11-26,,BROKER PAYOUT,-187281,LED-003600
2025-11-26,2025-11-26,UPI,145090,LED-003601
2025-11-20,2025-11-22,ATM WDL,170929,LED-003602
2025-11-27,2025-11-28,AUTO SWEEP,-168947,LED-003603
2025-11-23,2025-11-23,AUTO SWEEP,97451,LED-003604
2025-11-18,2025-11-20,IMPS,-73218,LED-003605
2025-11-22,2025-11-24,IMPS,51608,LED-003606
2025-11-24,2025-11-26,AUTO SWEEP,28319,LED-003607
2025-11-22,2025-11-22,AUTO SWEEP,-105102,LED-003608
2025-11-18,2025-11-18,AUTO SWEEP,-42536,LED-003609
2025-11-17,2025-11-18,ATM WDL,-94635,LED-003610
2025-12-01,2025-12-01,ATM WDL,-43607,LED-003611
2025-11-17,2025-11-18,BROKER PAYOUT,-119905,LED-003612
2025-11-30,2025-12-02,BROKER PAYIN,197558,LED-003613
2025-11-29,2025-11-29,IMPS,4202,LED-003614
2025-12-01,2025-12-03,ATM WDL,-53973,LED-003615
2025-11-18,2025-11-18,AUTO SWEEP,108330,LED-003616
2025-11-29,,AUTO SWEEP,-137507,LED-003617
2025-11-30,2025-12-01,UPI,190046,LED-003618
2025-11-27,2025-11-29,UPI,125090,LED-003619
2025-11-21,2025-11-22,BROKER PAYIN,-185684,LED-003620
2025-11-20,2025-11-20,AUTO SWEEP,75083,LED-003621
2025-12-01,2025-12-02,AUTO SWEEP,126287,LED-003622
2025-11-20,2025-11-22,ATM WDL,80280,LED-003623
2025-11-29,,IMPS,-2994,LED-003624
2025-11-24,2025-11-26,IMPS,28128,LED-003625
2025-11-18,2025-11-19,ATM WDL,161358,LED-003626
2025-11-17,2025-11-19,UPI,11487,LED-003627
2025-11-21,2025-11-21,UPI,133164,LED-003628
2025-11-18,2025-11-20,AUTO SWEEP,-121481,LED-003629
2025-11-18,2025-11-19,BROKER PAYIN,-25753,LED-003630
2025-11-28,2025-11-30,BROKER PAYOUT,67361,LED-003631
