TxnDate,ValueDate,Description,Debit,Credit,Balance,RefNo
2025-11-15,2025-11-15,BROKERAGE / TRADE SETTLEMENT,104327,,-5952092.0,TXN-0004698
2025-11-18,2025-11-19,BANK / DP CHARGES,1832,,-5953924.0,TXN-0004699
2025-11-18,2025-11-18,PAYOUT TO CLIENT,81016,,-6034940.0,TXN-0004700
2025-11-27,2025-11-27,MISC ADJUSTMENT,17456,,-6052396.0,TXN-0004701
2025-11-20,2025-11-21,BANK / DP CHARGES,330,,-6052726.0,TXN-0004702
2025-11-21,2025-11-22,CLIENT FUNDING - RTGS,,163732,-5888994.0,TXN-0004703
2025-11-23,2025-11-25,BROKERAGE / TRADE SETTLEMENT,99036,,-5988030.0,TXN-0004704
2025-11-22,2025-11-24,BROKERAGE / TRADE SETTLEMENT,60781,,-6048811.0,TXN-0004705
2025-11-19,2025-11-19,MISC ADJUSTMENT,,33680,-6015131.0,TXN-0004706
2025-11-19,2025-11-20,MISC ADJUSTMENT,,32327,-5982804.0,TXN-0004707
2025-11-29,2025-11-29,BANK / DP CHARGES,479,,-5983283.0,TXN-0004708
2025-11-27,2025-11-28,BROKERAGE / TRADE SETTLEMENT,142877,,-6126160.0,TXN-0004709
2025-11-29,2025-11-29,BROKERAGE / TRADE SETTLEMENT,53798,,-6179958.0,TXN-0004710
2025-11-22,2025-11-22,MISC ADJUSTMENT,,13014,-6166944.0,TXN-0004711
2025-11-27,2025-11-29,BANK / DP CHARGES,238,,-6167182.0,TXN-0004712
2025-11-26,2025-11-28,BANK / DP CHARGES,1316,,-6168498.0,TXN-0004713
2025-11-15,2025-11-17,CLIENT FUNDING - RTGS,,197666,-5970832.0,TXN-0004714
2025-11-20,2025-11-20,BROKERAGE / TRADE SETTLEMENT,29507,,-6000339.0,TXN-0004715
2025-11-17,2025-11-17,PAYOUT TO CLIENT,94010,,-6094349.0,TXN-0004716
2025-11-21,2025-11-21,MISC ADJUSTMENT,33735,,-6128084.0,TXN-0004717
2025-11-19,2025-11-19,BANK / DP CHARGES,471,,-6128555.0,TXN-0004718
2025-11-24,2025-11-24,PAYOUT TO CLIENT,166349,,-6294904.0,TXN-0004719
2025-11-18,2025-11-19,CLIENT FUNDING - RTGS,,268290,-6026614.0,TXN-0004720
2025-11-19,2025-11-20,BANK / DP CHARGES,708,,-6027322.0,TXN-0004721
2025-11-16,2025-11-18,BANK / DP CHARGES,1079,,-6028401.0,TXN-0004722
2025-11-20,2025-11-21,BANK / DP CHARGES,1179,,-6029580.0,TXN-0004723
2025-11-27,2025-11-27,BANK / DP CHARGES,1834,,-6031414.0,TXN-0004724
2025-11-29,2025-11-29,BROKERAGE / TRADE SETTLEMENT,17575,,-6048989.0,TXN-0004725
2025-11-25,2025-11-26,CLIENT FUNDING - RTGS,,149547,-5899442.0,TXN-0004726
2025-11-20,2025-11-20,BANK / DP CHARGES,830,,-5900272.0,TXN-0004727
2025-11-24,2025-11-24,BANK / DP CHARGES,348,,-5900620.0,TXN-0004728
2025-11-21,2025-11-22,PAYOUT TO CLIENT,137567,,-6038187.0,TXN-0004729
2025-11-24,2025-11-24,BANK / DP CHARGES,302,,-6038489.0,TXN-0004730
2025-11-21,2025-11-23,BANK / DP CHARGES,902,,-6039391.0,TXN-0004731
2025-11-18,2025-11-19,BANK / DP CHARGES,674,,-6040065.0,TXN-0004732
2025-11-15,2025-11-17,CLIENT FUNDING - RTGS,,266600,-5773465.0,TXN-0004733
2025-11-17,2025-11-17,BANK / DP CHARGES,1702,,-5775167.0,TXN-0004734
2025-11-20,2025-11-22,PAYOUT TO CLIENT,146390,,-5921557.0,TXN-0004735
2025-11-23,2025-11-23,PAYOUT TO CLIENT,130747,,-6052304.0,TXN-0004736
2025-11-16,2025-11-16,PAYOUT TO CLIENT,61927,,-6114231.0,TXN-0004737
2025-11-15,2025-11-15,BROKERAGE / TRADE SETTLEMENT,96340,,-6210571.0,TXN-0004738
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,136391,-6074180.0,TXN-0004739
2025-11-27,2025-11-28,CLIENT FUNDING - RTGS,,128663,-5945517.0,TXN-0004740
2025-11-28,2025-11-29,MISC ADJUSTMENT,42777,,-5988294.0,TXN-0004741
2025-11-28,2025-11-29,PAYOUT TO CLIENT,31701,,-6019995.0,TXN-0004742
2025-11-17,2025-11-19,MISC ADJUSTMENT,12859,,-6032854.0,TXN-0004743
2025-11-22,2025-11-22,CLIENT FUNDING - RTGS,,66802,-5966052.0,TXN-0004744
2025-11-17,2025-11-17,MISC ADJUSTMENT,,37051,-5929001.0,TXN-0004745
2025-11-15,2025-11-15,MISC ADJUSTMENT,,43487,-5885514.0,TXN-0004746
2025-11-22,2025-11-23,BANK / DP CHARGES,721,,-5886235.0,TXN-0004747
2025-11-19,2025-11-19,BROKERAGE / TRADE SETTLEMENT,72416,,-5958651.0,TXN-0004748
2025-11-23,2025-11-23,CLIENT FUNDING - RTGS,,126049,-5832602.0,TXN-0004749
2025-11-20,2025-11-22,MISC ADJUSTMENT,,29993,-5802609.0,TXN-0004750
2025-11-16,2025-11-18,CLIENT FUNDING - RTGS,,197367,-5605242.0,TXN-0004751
2025-11-17,2025-11-18,BANK / DP CHARGES,1045,,-5606287.0,TXN-0004752
2025-11-26,2025-11-28,CLIENT FUNDING - RTGS,,241347,-5364940.0,TXN-0004753
2025-11-26,2025-11-28,BANK / DP CHARGES,298,,-5365238.0,TXN-0004754
2025-11-21,2025-11-23,BROKERAGE / TRADE SETTLEMENT,107578,,-5472816.0,TXN-0004755
2025-11-26,2025-11-26,MISC ADJUSTMENT,,14902,-5457914.0,TXN-0004756
2025-11-17,2025-11-17,PAYOUT TO CLIENT,189155,,-5647069.0,TXN-0004757
2025-11-20,2025-11-21,MISC ADJUSTMENT,13152,,-5660221.0,TXN-0004758
2025-11-19,2025-11-21,PAYOUT TO CLIENT,41081,,-5701302.0,TXN-0004759
2025-11-29,2025-12-01,BROKERAGE / TRADE SETTLEMENT,37123,,-5738425.0,TXN-0004760
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,110147,,-5848572.0,TXN-0004761
2025-11-22,2025-11-22,CLIENT FUNDING - RTGS,,55091,-5793481.0,TXN-0004762
2025-11-25,2025-11-25,MISC ADJUSTMENT,,17595,-5775886.0,TXN-0004763
2025-11-20,2025-11-21,MISC ADJUSTMENT,15215,,-5791101.0,TXN-0004764
2025-11-29,2025-11-30,PAYOUT TO CLIENT,183769,,-5974870.0,TXN-0004765
2025-11-23,2025-11-23,BROKERAGE / TRADE SETTLEMENT,103909,,-6078779.0,TXN-0004766
2025-11-16,2025-11-18,MISC ADJUSTMENT,,27721,-6051058.0,TXN-0004767
2025-11-24,2025-11-25,PAYOUT TO CLIENT,25783,,-6076841.0,TXN-0004768
2025-11-29,2025-12-01,CLIENT FUNDING - RTGS,,279696,-5797145.0,TXN-0004769
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,33505,,-5830650.0,TXN-0004770
2025-11-16,2025-11-16,CLIENT FUNDING - RTGS,,143744,-5686906.0,TXN-0004771
2025-11-18,2025-11-18,PAYOUT TO CLIENT,170814,,-5857720.0,TXN-0004772
2025-11-18,2025-11-18,MISC ADJUSTMENT,42311,,-5900031.0,TXN-0004773
2025-11-17,2025-11-17,BANK / DP CHARGES,1219,,-5901250.0,TXN-0004774
2025-11-21,2025-11-22,PAYOUT TO CLIENT,191073,,-6092323.0,TXN-0004775
2025-11-21,2025-11-21,BANK / DP CHARGES,1692,,-6094015.0,TXN-0004776
2025-11-21,2025-11-21,PAYOUT TO CLIENT,156923,,-6250938.0,TXN-0004777
2025-11-25,2025-11-26,CLIENT FUNDING - RTGS,,122007,-6128931.0,TXN-0004778
2025-11-20,2025-11-21,BROKERAGE / TRADE SETTLEMENT,149389,,-6278320.0,TXN-0004779
2025-11-15,2025-11-15,CLIENT FUNDING - RTGS,,89601,-6188719.0,TXN-0004780
2025-11-25,2025-11-25,BANK / DP CHARGES,1651,,-6190370.0,TXN-0004781
2025-11-15,2025-11-15,BROKERAGE / TRADE SETTLEMENT,113823,,-6304193.0,TXN-0004782
2025-11-20,2025-11-20,MISC ADJUSTMENT,,23653,-6280540.0,TXN-0004783
2025-11-17,2025-11-19,BROKERAGE / TRADE SETTLEMENT,110694,,-6391234.0,TXN-0004784
2025-11-19,2025-11-19,PAYOUT TO CLIENT,127778,,-6519012.0,TXN-0004785
2025-11-27,2025-11-29,PAYOUT TO CLIENT,150427,,-6669439.0,TXN-0004786
2025-11-24,2025-11-26,BANK / DP CHARGES,1118,,-6670557.0,TXN-0004787
2025-11-22,2025-11-22,BANK / DP CHARGES,122,,-6670679.0,TXN-0004788
2025-11-17,2025-11-19,PAYOUT TO CLIENT,98294,,-6768973.0,TXN-0004789
2025-11-24,2025-11-24,BANK / DP CHARGES,721,,-6769694.0,TXN-0004790
2025-11-18,2025-11-20,BANK / DP CHARGES,756,,-6770450.0,TXN-0004791
2025-11-26,2025-11-26,BANK / DP CHARGES,450,,-6770900.0,TXN-0004792
2025-11-17,2025-11-17,PAYOUT TO CLIENT,102860,,-6873760.0,TXN-0004793
2025-11-16,2025-11-18,BANK / DP CHARGES,1320,,-6875080.0,TXN-0004794
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,249836,-6625244.0,TXN-0004795
2025-11-15,2025-11-15,MISC ADJUSTMENT,,36303,-6588941.0,TXN-0004796
2025-11-29,2025-11-29,CLIENT FUNDING - RTGS,,284089,-6304852.0,TXN-0004797
2025-11-29,2025-11-29,PAYOUT TO CLIENT,64622,,-6369474.0,TXN-0004798
2025-11-20,2025-11-20,BANK / DP CHARGES,864,,-6370338.0,TXN-0004799
2025-11-27,2025-11-28,BROKERAGE / TRADE SETTLEMENT,121703,,-6492041.0,TXN-0004800
2025-11-15,2025-11-15,BANK / DP CHARGES,1590,,-6493631.0,TXN-0004801
2025-11-26,2025-11-28,BROKERAGE / TRADE SETTLEMENT,64815,,-6558446.0,TXN-0004802
2025-11-29,2025-12-01,PAYOUT TO CLIENT,119687,,-6678133.0,TXN-0004803
2025-11-17,2025-11-18,BANK / DP CHARGES,289,,-6678422.0,TXN-0004804
2025-11-25,2025-11-25,BANK / DP CHARGES,1689,,-6680111.0,TXN-0004805
2025-11-16,2025-11-16,MISC ADJUSTMENT,41230,,-6721341.0,TXN-0004806
2025-11-21,2025-11-21,BANK / DP CHARGES,401,,-6721742.0,TXN-0004807
2025-11-20,2025-11-21,CLIENT FUNDING - RTGS,,191974,-6529768.0,TXN-0004808
2025-11-18,2025-11-20,MISC ADJUSTMENT,34836,,-6564604.0,TXN-0004809
2025-11-16,2025-11-18,BROKERAGE / TRADE SETTLEMENT,13326,,-6577930.0,TXN-0004810
2025-11-25,2025-11-26,BANK / DP CHARGES,721,,-6578651.0,TXN-0004811
2025-11-21,2025-11-21,BANK / DP CHARGES,236,,-6578887.0,TXN-0004812
2025-11-25,2025-11-25,MISC ADJUSTMENT,,25808,-6553079.0,TXN-0004813
2025-11-28,2025-11-28,BANK / DP CHARGES,1915,,-6554994.0,TXN-0004814
2025-11-17,2025-11-17,PAYOUT TO CLIENT,88990,,-6643984.0,TXN-0004815
2025-11-27,2025-11-27,MISC ADJUSTMENT,16447,,-6660431.0,TXN-0004816
2025-11-22,2025-11-23,BROKERAGE / TRADE SETTLEMENT,78234,,-6738665.0,TXN-0004817
2025-11-17,2025-11-19,BROKERAGE / TRADE SETTLEMENT,70042,,-6808707.0,TXN-0004818
2025-11-22,2025-11-23,MISC ADJUSTMENT,22968,,-6831675.0,TXN-0004819
2025-11-26,2025-11-26,CLIENT FUNDING - RTGS,,193343,-6638332.0,TXN-0004820
2025-11-21,2025-11-22,PAYOUT TO CLIENT,130977,,-6769309.0,TXN-0004821
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,271160,-6498149.0,TXN-0004822
2025-11-29,2025-11-29,BANK / DP CHARGES,822,,-6498971.0,TXN-0004823
2025-11-23,2025-11-23,BANK / DP CHARGES,392,,-6499363.0,TXN-0004824
2025-11-20,2025-11-22,CLIENT FUNDING - RTGS,,157301,-6342062.0,TXN-0004825
2025-11-21,2025-11-21,PAYOUT TO CLIENT,98887,,-6440949.0,TXN-0004826
2025-11-29,2025-11-29,CLIENT FUNDING - RTGS,,277725,-6163224.0,TXN-0004827
2025-11-23,2025-11-25,BANK / DP CHARGES,1550,,-6164774.0,TXN-0004828
2025-11-26,2025-11-27,CLIENT FUNDING - RTGS,,80939,-6083835.0,TXN-0004829
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,64341,,-6148176.0,TXN-0004830
2025-11-24,2025-11-25,CLIENT FUNDING - RTGS,,177020,-5971156.0,TXN-0004831
2025-11-25,2025-11-27,MISC ADJUSTMENT,8482,,-5979638.0,TXN-0004832
2025-11-26,2025-11-27,BROKERAGE / TRADE SETTLEMENT,145400,,-6125038.0,TXN-0004833
2025-11-22,2025-11-22,CLIENT FUNDING - RTGS,,184974,-5940064.0,TXN-0004834
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,121209,,-6061273.0,TXN-0004835
2025-11-24,2025-11-24,PAYOUT TO CLIENT,56183,,-6117456.0,TXN-0004836
2025-11-24,2025-11-24,MISC ADJUSTMENT,37937,,-6155393.0,TXN-0004837
2025-11-29,2025-11-29,CLIENT FUNDING - RTGS,,232288,-5923105.0,TXN-0004838
2025-11-28,2025-11-29,BANK / DP CHARGES,1666,,-5924771.0,TXN-0004839
2025-11-20,2025-11-22,CLIENT FUNDING - RTGS,,152550,-5772221.0,TXN-0004840
2025-11-24,2025-11-24,MISC ADJUSTMENT,,31684,-5740537.0,TXN-0004841
2025-11-22,2025-11-24,BANK / DP CHARGES,420,,-5740957.0,TXN-0004842
2025-11-26,2025-11-26,MISC ADJUSTMENT,,9484,-5731473.0,TXN-0004843
2025-11-28,2025-11-30,BROKERAGE / TRADE SETTLEMENT,10463,,-5741936.0,TXN-0004844
2025-11-15,2025-11-15,CLIENT FUNDING - RTGS,,246384,-5495552.0,TXN-0004845
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,129780,,-5625332.0,TXN-0004846
2025-11-16,2025-11-18,MISC ADJUSTMENT,31174,,-5656506.0,TXN-0004847
2025-11-21,2025-11-21,BROKERAGE / TRADE SETTLEMENT,83033,,-5739539.0,TXN-0004848
2025-11-20,2025-11-21,CLIENT FUNDING - RTGS,,159515,-5580024.0,TXN-0004849
2025-11-22,2025-11-24,BROKERAGE / TRADE SETTLEMENT,129844,,-5709868.0,TXN-0004850
2025-11-24,2025-11-25,CLIENT FUNDING - RTGS,,151853,-5558015.0,TXN-0004851
2025-11-29,2025-11-30,BANK / DP CHARGES,618,,-5558633.0,TXN-0004852
2025-11-20,2025-11-21,BANK / DP CHARGES,159,,-5558792.0,TXN-0004853
2025-11-17,2025-11-17,BROKERAGE / TRADE SETTLEMENT,106843,,-5665635.0,TXN-0004854
2025-11-24,2025-11-26,PAYOUT TO CLIENT,98229,,-5763864.0,TXN-0004855
2025-11-18,2025-11-18,BANK / DP CHARGES,1824,,-5765688.0,TXN-0004856
2025-11-20,2025-11-20,BROKERAGE / TRADE SETTLEMENT,119574,,-5885262.0,TXN-0004857
2025-11-26,2025-11-27,BROKERAGE / TRADE SETTLEMENT,68163,,-5953425.0,TXN-0004858
2025-11-19,2025-11-21,BANK / DP CHARGES,544,,-5953969.0,TXN-0004859
2025-11-21,2025-11-21,MISC ADJUSTMENT,,28600,-5925369.0,TXN-0004860
2025-11-17,2025-11-19,CLIENT FUNDING - RTGS,,292788,-5632581.0,TXN-0004861
2025-11-29,2025-11-29,PAYOUT TO CLIENT,68525,,-5701106.0,TXN-0004862
2025-11-22,2025-11-22,BANK / DP CHARGES,1196,,-5702302.0,TXN-0004863
2025-11-27,2025-11-27,BANK / DP CHARGES,585,,-5702887.0,TXN-0004864
2025-11-19,2025-11-19,CLIENT FUNDING - RTGS,,55184,-5647703.0,TXN-0004865
2025-11-16,2025-11-18,CLIENT FUNDING - RTGS,,78152,-5569551.0,TXN-0004866
2025-11-28,2025-11-28,BANK / DP CHARGES,393,,-5569944.0,TXN-0004867
2025-11-20,2025-11-21,CLIENT FUNDING - RTGS,,107813,-5462131.0,TXN-0004868
2025-11-21,2025-11-21,PAYOUT TO CLIENT,141706,,-5603837.0,TXN-0004869
2025-11-16,2025-11-16,MISC ADJUSTMENT,30391,,-5634228.0,TXN-0004870
2025-11-19,2025-11-19,BANK / DP CHARGES,1133,,-5635361.0,TXN-0004871
2025-11-22,2025-11-23,BROKERAGE / TRADE SETTLEMENT,66275,,-5701636.0,TXN-0004872
2025-11-17,2025-11-17,BANK / DP CHARGES,1881,,-5703517.0,TXN-0004873
2025-11-17,2025-11-18,BROKERAGE / TRADE SETTLEMENT,142285,,-5845802.0,TXN-0004874
2025-11-16,2025-11-18,PAYOUT TO CLIENT,142435,,-5988237.0,TXN-0004875
2025-11-29,2025-12-01,BANK / DP CHARGES,360,,-5988597.0,TXN-0004876
2025-11-21,2025-11-21,PAYOUT TO CLIENT,96767,,-6085364.0,TXN-0004877
2025-11-16,2025-11-16,BANK / DP CHARGES,800,,-6086164.0,TXN-0004878
2025-11-22,2025-11-24,BANK / DP CHARGES,274,,-6086438.0,TXN-0004879
2025-11-25,2025-11-25,BANK / DP CHARGES,626,,-6087064.0,TXN-0004880
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,254775,-5832289.0,TXN-0004881
2025-11-23,2025-11-23,BANK / DP CHARGES,454,,-5832743.0,TXN-0004882
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,90721,,-5923464.0,TXN-0004883
2025-11-17,2025-11-18,PAYOUT TO CLIENT,141215,,-6064679.0,TXN-0004884
2025-11-24,2025-11-24,MISC ADJUSTMENT,,12812,-6051867.0,TXN-0004885
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,108708,,-6160575.0,TXN-0004886
2025-11-17,2025-11-19,PAYOUT TO CLIENT,143130,,-6303705.0,TXN-0004887
2025-11-26,2025-11-26,PAYOUT TO CLIENT,138114,,-6441819.0,TXN-0004888
2025-11-18,2025-11-19,BROKERAGE / TRADE SETTLEMENT,75818,,-6517637.0,TXN-0004889
2025-11-16,2025-11-17,PAYOUT TO CLIENT,50627,,-6568264.0,TXN-0004890
2025-11-21,2025-11-23,CLIENT FUNDING - RTGS,,77025,-6491239.0,TXN-0004891
2025-11-22,2025-11-22,CLIENT FUNDING - RTGS,,175416,-6315823.0,TXN-0004892
2025-11-22,2025-11-23,PAYOUT TO CLIENT,49667,,-6365490.0,TXN-0004893
2025-11-15,2025-11-16,PAYOUT TO CLIENT,20080,,-6385570.0,TXN-0004894
2025-11-16,2025-11-18,PAYOUT TO CLIENT,128898,,-6514468.0,TXN-0004895
2025-11-28,2025-11-28,MISC ADJUSTMENT,,5328,-6509140.0,TXN-0004896
2025-11-15,2025-11-15,CLIENT FUNDING - RTGS,,77146,-6431994.0,TXN-0004897
2025-11-20,2025-11-21,MISC ADJUSTMENT,,47136,-6384858.0,TXN-0004898
2025-11-29,2025-11-30,BROKERAGE / TRADE SETTLEMENT,85669,,-6470527.0,TXN-0004899
2025-11-15,2025-11-17,BANK / DP CHARGES,1662,,-6472189.0,TXN-0004900
2025-11-28,2025-11-29,CLIENT FUNDING - RTGS,,110639,-6361550.0,TXN-0004901
2025-11-15,2025-11-16,BANK / DP CHARGES,423,,-6361973.0,TXN-0004902
2025-11-28,2025-11-29,BANK / DP CHARGES,150,,-6362123.0,TXN-0004903
2025-11-16,2025-11-16,PAYOUT TO CLIENT,94662,,-6456785.0,TXN-0004904
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,69424,-6387361.0,TXN-0004905
2025-11-19,2025-11-19,BROKERAGE / TRADE SETTLEMENT,109479,,-6496840.0,TXN-0004906
2025-11-22,2025-11-22,MISC ADJUSTMENT,,29801,-6467039.0,TXN-0004907
2025-11-27,2025-11-28,BANK / DP CHARGES,882,,-6467921.0,TXN-0004908
2025-11-21,2025-11-22,PAYOUT TO CLIENT,62632,,-6530553.0,TXN-0004909
2025-11-18,2025-11-18,BANK / DP CHARGES,950,,-6531503.0,TXN-0004910
2025-11-28,2025-11-28,MISC ADJUSTMENT,,26861,-6504642.0,TXN-0004911
2025-11-15,2025-11-17,BANK / DP CHARGES,1184,,-6505826.0,TXN-0004912
2025-11-16,2025-11-17,PAYOUT TO CLIENT,184543,,-6690369.0,TXN-0004913
2025-11-19,2025-11-19,BROKERAGE / TRADE SETTLEMENT,85393,,-6775762.0,TXN-0004914
2025-11-21,2025-11-21,MISC ADJUSTMENT,,20195,-6755567.0,TXN-0004915
2025-11-16,2025-11-18,MISC ADJUSTMENT,,35467,-6720100.0,TXN-0004916
2025-11-18,2025-11-18,MISC ADJUSTMENT,48982,,-6769082.0,TXN-0004917
2025-11-19,2025-11-19,MISC ADJUSTMENT,49781,,-6818863.0,TXN-0004918
2025-11-24,2025-11-24,MISC ADJUSTMENT,30137,,-6849000.0,TXN-0004919
2025-11-24,2025-11-24,BROKERAGE / TRADE SETTLEMENT,52594,,-6901594.0,TXN-0004920
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,130059,-6771535.0,TXN-0004921
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,76303,,-6847838.0,TXN-0004922
2025-11-29,2025-11-29,CLIENT FUNDING - RTGS,,196464,-6651374.0,TXN-0004923
2025-11-24,2025-11-25,BANK / DP CHARGES,624,,-6651998.0,TXN-0004924
2025-11-23,2025-11-24,BANK / DP CHARGES,1072,,-6653070.0,TXN-0004925
2025-11-16,2025-11-18,CLIENT FUNDING - RTGS,,111559,-6541511.0,TXN-0004926
2025-11-28,2025-11-28,BANK / DP CHARGES,256,,-6541767.0,TXN-0004927
2025-11-17,2025-11-17,MISC ADJUSTMENT,,11876,-6529891.0,TXN-0004928
2025-11-22,2025-11-23,BROKERAGE / TRADE SETTLEMENT,41963,,-6571854.0,TXN-0004929
2025-11-22,2025-11-22,BROKERAGE / TRADE SETTLEMENT,96579,,-6668433.0,TXN-0004930
2025-11-27,2025-11-28,BANK / DP CHARGES,961,,-6669394.0,TXN-0004931
2025-11-22,2025-11-22,PAYOUT TO CLIENT,100318,,-6769712.0,TXN-0004932
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,55824,,-6825536.0,TXN-0004933
2025-11-19,2025-11-21,BROKERAGE / TRADE SETTLEMENT,105184,,-6930720.0,TXN-0004934
2025-11-18,2025-11-19,CLIENT FUNDING - RTGS,,215254,-6715466.0,TXN-0004935
2025-11-20,2025-11-22,CLIENT FUNDING - RTGS,,121745,-6593721.0,TXN-0004936
2025-11-24,2025-11-26,BANK / DP CHARGES,801,,-6594522.0,TXN-0004937
2025-11-20,2025-11-22,PAYOUT TO CLIENT,48276,,-6642798.0,TXN-0004938
2025-11-20,2025-11-20,CLIENT FUNDING - RTGS,,85674,-6557124.0,TXN-0004939
2025-11-26,2025-11-26,CLIENT FUNDING - RTGS,,281496,-6275628.0,TXN-0004940
2025-11-26,2025-11-26,CLIENT FUNDING - RTGS,,278948,-5996680.0,TXN-0004941
2025-11-27,2025-11-27,BANK / DP CHARGES,938,,-5997618.0,TXN-0004942
2025-11-21,2025-11-21,MISC ADJUSTMENT,,29589,-5968029.0,TXN-0004943
2025-11-28,2025-11-28,BANK / DP CHARGES,238,,-5968267.0,TXN-0004944
2025-11-19,2025-11-19,MISC ADJUSTMENT,11842,,-5980109.0,TXN-0004945
2025-11-28,2025-11-30,CLIENT FUNDING - RTGS,,202291,-5777818.0,TXN-0004946
2025-11-21,2025-11-21,BANK / DP CHARGES,1844,,-5779662.0,TXN-0004947
2025-11-21,2025-11-23,MISC ADJUSTMENT,9140,,-5788802.0,TXN-0004948
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,86924,,-5875726.0,TXN-0004949
2025-11-16,2025-11-18,CLIENT FUNDING - RTGS,,116001,-5759725.0,TXN-0004950
2025-11-23,2025-11-23,PAYOUT TO CLIENT,97678,,-5857403.0,TXN-0004951
2025-11-15,2025-11-15,CLIENT FUNDING - RTGS,,156100,-5701303.0,TXN-0004952
2025-11-26,2025-11-28,MISC ADJUSTMENT,,19512,-5681791.0,TXN-0004953
2025-11-17,2025-11-17,BROKERAGE / TRADE SETTLEMENT,100464,,-5782255.0,TXN-0004954
2025-11-15,2025-11-16,MISC ADJUSTMENT,34713,,-5816968.0,TXN-0004955
2025-11-21,2025-11-22,PAYOUT TO CLIENT,59380,,-5876348.0,TXN-0004956
2025-11-22,2025-11-22,MISC ADJUSTMENT,13994,,-5890342.0,TXN-0004957
2025-11-20,2025-11-21,BANK / DP CHARGES,943,,-5891285.0,TXN-0004958
2025-11-17,2025-11-19,CLIENT FUNDING - RTGS,,160376,-5730909.0,TXN-0004959
2025-11-28,2025-11-30,CLIENT FUNDING - RTGS,,107068,-5623841.0,TXN-0004960
2025-11-19,2025-11-20,BROKERAGE / TRADE SETTLEMENT,124475,,-5748316.0,TXN-0004961
2025-11-20,2025-11-20,BANK / DP CHARGES,223,,-5748539.0,TXN-0004962
2025-11-23,2025-11-25,BANK / DP CHARGES,1435,,-5749974.0,TXN-0004963
2025-11-23,2025-11-24,BROKERAGE / TRADE SETTLEMENT,39549,,-5789523.0,TXN-0004964
2025-11-21,2025-11-21,PAYOUT TO CLIENT,61647,,-5851170.0,TXN-0004965
2025-11-19,2025-11-20,MISC ADJUSTMENT,12101,,-5863271.0,TXN-0004966
2025-11-27,2025-11-29,BROKERAGE / TRADE SETTLEMENT,146037,,-6009308.0,TXN-0004967
2025-11-27,2025-11-29,BANK / DP CHARGES,768,,-6010076.0,TXN-0004968
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,55394,,-6065470.0,TXN-0004969
2025-11-29,2025-11-30,PAYOUT TO CLIENT,123550,,-6189020.0,TXN-0004970
2025-11-20,2025-11-20,MISC ADJUSTMENT,,21081,-6167939.0,TXN-0004971
2025-11-24,2025-11-25,BANK / DP CHARGES,557,,-6168496.0,TXN-0004972
2025-11-28,2025-11-29,BROKERAGE / TRADE SETTLEMENT,139090,,-6307586.0,TXN-0004973
2025-11-26,2025-11-26,MISC ADJUSTMENT,,20467,-6287119.0,TXN-0004974
2025-11-21,2025-11-23,CLIENT FUNDING - RTGS,,95719,-6191400.0,TXN-0004975
2025-11-24,2025-11-24,BANK / DP CHARGES,1003,,-6192403.0,TXN-0004976
2025-11-25,2025-11-26,PAYOUT TO CLIENT,151259,,-6343662.0,TXN-0004977
2025-11-19,2025-11-19,BROKERAGE / TRADE SETTLEMENT,144780,,-6488442.0,TXN-0004978
2025-11-19,2025-11-20,BANK / DP CHARGES,1328,,-6489770.0,TXN-0004979
2025-11-21,2025-11-22,BANK / DP CHARGES,1197,,-6490967.0,TXN-0004980
2025-11-22,2025-11-22,BANK / DP CHARGES,1071,,-6492038.0,TXN-0004981
2025-11-21,2025-11-21,BROKERAGE / TRADE SETTLEMENT,54852,,-6546890.0,TXN-0004982
2025-11-17,2025-11-19,BROKERAGE / TRADE SETTLEMENT,59104,,-6605994.0,TXN-0004983
2025-11-23,2025-11-23,MISC ADJUSTMENT,,40871,-6565123.0,TXN-0004984
2025-11-25,2025-11-25,MISC ADJUSTMENT,,42739,-6522384.0,TXN-0004985
2025-11-15,2025-11-17,BROKERAGE / TRADE SETTLEMENT,94105,,-6616489.0,TXN-0004986
2025-11-15,2025-11-15,PAYOUT TO CLIENT,92806,,-6709295.0,TXN-0004987
2025-11-27,2025-11-28,PAYOUT TO CLIENT,193842,,-6903137.0,TXN-0004988
